neg,neu,pos,compound,sentiment
0.0,0.769,0.231,0.2023,Positive
0.037,0.678,0.285,0.9274,Positive
0.026,0.82,0.154,0.886,Positive
0.0,0.971,0.029,0.0772,Positive
0.0,0.773,0.227,0.9678,Positive
0.014,0.847,0.139,0.9865,Positive
0.052,0.91,0.038,-0.5878,Negative
0.0,0.78,0.22,0.8934,Positive
0.0,0.78,0.22,0.9768,Positive
0.0,0.796,0.204,0.9674,Positive
0.0,0.677,0.323,0.9081,Positive
0.021,0.859,0.12,0.9776,Positive
0.0,0.676,0.324,0.34,Positive
0.0,0.725,0.275,0.9547,Positive
0.066,0.818,0.116,0.8481,Positive
0.021,0.979,0.0,-0.296,Negative
0.0,1.0,0.0,0.0,Neutral
0.063,0.829,0.108,0.3382,Positive
0.011,0.808,0.18,0.9887,Positive
0.0,1.0,0.0,0.0,Neutral
0.011,0.949,0.04,0.6705,Positive
0.0,0.904,0.096,0.5106,Positive
0.0,0.765,0.235,0.5574,Positive
0.0,0.838,0.162,0.8074,Positive
0.014,0.88,0.107,0.9806,Positive
0.014,0.857,0.129,0.9551,Positive
0.0,0.909,0.091,0.4019,Positive
0.0,0.68,0.32,0.836,Positive
0.0,0.868,0.132,0.8387,Positive
0.0,0.727,0.273,0.9669,Positive
0.0,0.911,0.089,0.8442,Positive
0.11,0.678,0.212,0.6808,Positive
0.012,0.867,0.121,0.9022,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.936,0.064,0.743,Positive
0.056,0.83,0.114,0.9595,Positive
0.044,0.544,0.411,0.9451,Positive
0.0,0.782,0.218,0.836,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.842,0.158,0.9693,Positive
0.0,0.779,0.221,0.8957,Positive
0.015,0.888,0.097,0.9201,Positive
0.0,0.773,0.227,0.9124,Positive
0.0,0.844,0.156,0.8225,Positive
0.018,0.89,0.092,0.8176,Positive
0.0,0.886,0.114,0.9652,Positive
0.071,0.895,0.034,-0.7003,Negative
0.0,0.584,0.416,0.7506,Positive
0.038,0.845,0.117,0.8547,Positive
0.009,0.746,0.245,0.998,Positive
0.0,0.912,0.088,0.7269,Positive
0.0,0.881,0.119,0.8807,Positive
0.0,0.77,0.23,0.996,Positive
0.0,0.748,0.252,0.9042,Positive
0.019,0.918,0.063,0.6486,Positive
0.022,0.834,0.144,0.8979,Positive
0.0,0.812,0.188,0.7003,Positive
0.017,0.824,0.159,0.9485,Positive
0.023,0.844,0.133,0.9776,Positive
0.235,0.679,0.086,-0.5859,Negative
0.0,1.0,0.0,0.0,Neutral
0.0,0.699,0.301,0.5106,Positive
0.0,0.783,0.217,0.5574,Positive
0.024,0.834,0.141,0.8439,Positive
0.0,0.843,0.157,0.8126,Positive
0.245,0.755,0.0,-0.3818,Negative
0.0,0.94,0.06,0.5106,Positive
0.05,0.693,0.257,0.9638,Positive
0.044,0.686,0.27,0.9607,Positive
0.01,0.863,0.127,0.9833,Positive
0.0,0.835,0.165,0.959,Positive
0.0,0.737,0.263,0.3612,Positive
0.0,0.789,0.211,0.9382,Positive
0.093,0.697,0.21,0.9844,Positive
0.0,0.869,0.131,0.8591,Positive
0.0,0.727,0.273,0.7841,Positive
0.0,0.934,0.066,0.8948,Positive
0.0,0.988,0.012,0.25,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.907,0.093,0.9257,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.962,0.038,0.6705,Positive
0.0,1.0,0.0,0.0,Neutral
0.007,0.883,0.109,0.9723,Positive
0.141,0.775,0.085,-0.4767,Negative
0.0,0.654,0.346,0.8625,Positive
0.014,0.782,0.204,0.9947,Positive
0.05,0.704,0.246,0.9934,Positive
0.018,0.826,0.157,0.9727,Positive
0.023,0.745,0.232,0.9907,Positive
0.0,0.753,0.247,0.9468,Positive
0.011,0.877,0.112,0.9661,Positive
0.0,0.918,0.082,0.1531,Positive
0.008,0.86,0.133,0.9633,Positive
0.017,0.874,0.109,0.908,Positive
0.0,0.829,0.171,0.7783,Positive
0.0,0.894,0.106,0.9169,Positive
0.0,0.828,0.172,0.7964,Positive
0.0,0.924,0.076,0.6369,Positive
0.015,0.861,0.124,0.9337,Positive
0.423,0.577,0.0,-0.8689,Negative
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.026,0.912,0.062,0.4767,Positive
0.0,0.721,0.279,0.9952,Positive
0.0,1.0,0.0,0.0,Neutral
0.009,0.854,0.136,0.9816,Positive
0.024,0.746,0.23,0.9709,Positive
0.0,1.0,0.0,0.0,Neutral
0.033,0.706,0.262,0.9231,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.877,0.123,0.9118,Positive
0.059,0.813,0.129,0.9595,Positive
0.011,0.776,0.213,0.9933,Positive
0.08,0.707,0.214,0.9618,Positive
0.0,1.0,0.0,0.0,Neutral
0.012,0.796,0.192,0.9968,Positive
0.0,0.93,0.07,0.8834,Positive
0.03,0.801,0.169,0.9794,Positive
0.036,0.876,0.088,0.9246,Positive
0.006,0.859,0.134,0.9796,Positive
0.049,0.756,0.196,0.765,Positive
0.02,0.859,0.121,0.7845,Positive
0.019,0.847,0.134,0.9531,Positive
0.041,0.786,0.173,0.7921,Positive
0.018,0.869,0.114,0.9972,Positive
0.016,0.811,0.173,0.9911,Positive
0.0,0.719,0.281,0.975,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.918,0.082,0.7845,Positive
0.0,0.83,0.17,0.9349,Positive
0.031,0.852,0.117,0.9377,Positive
0.0,0.797,0.203,0.9871,Positive
0.0,0.751,0.249,0.9938,Positive
0.0,0.9,0.1,0.4404,Positive
0.0,0.877,0.123,0.9217,Positive
0.04,0.868,0.092,0.8074,Positive
0.017,0.831,0.151,0.9764,Positive
0.023,0.91,0.067,0.8994,Positive
0.026,0.664,0.31,0.9738,Positive
0.018,0.919,0.063,0.7579,Positive
0.0,0.848,0.152,0.8012,Positive
0.0,0.818,0.182,0.9723,Positive
0.0,0.633,0.367,0.4404,Positive
0.02,0.705,0.275,0.9771,Positive
0.0,0.697,0.303,0.9726,Positive
0.0,0.945,0.055,0.2023,Positive
0.041,0.742,0.216,0.8779,Positive
0.038,0.905,0.057,0.128,Positive
0.0,0.846,0.154,0.9201,Positive
0.0,0.893,0.107,0.9432,Positive
0.041,0.86,0.099,0.7717,Positive
0.009,0.857,0.134,0.9728,Positive
0.0,0.906,0.094,0.8591,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.827,0.173,0.6361,Positive
0.0,0.836,0.164,0.8957,Positive
0.0,0.921,0.079,0.9652,Positive
0.0,0.881,0.119,0.9042,Positive
0.046,0.758,0.195,0.9972,Positive
0.053,0.865,0.082,0.5267,Positive
0.0,0.74,0.26,0.9853,Positive
0.0,1.0,0.0,0.0,Neutral
0.051,0.791,0.158,0.5574,Positive
0.025,0.864,0.111,0.7506,Positive
0.048,0.863,0.089,0.891,Positive
0.027,0.764,0.208,0.9136,Positive
0.0,0.734,0.266,0.9816,Positive
0.0,0.934,0.066,0.8074,Positive
0.0,0.832,0.168,0.9821,Positive
0.016,0.88,0.104,0.923,Positive
0.0,0.749,0.251,0.8555,Positive
0.035,0.816,0.148,0.8885,Positive
0.029,0.806,0.165,0.8519,Positive
0.0,0.88,0.12,0.8225,Positive
0.0,0.846,0.154,0.8126,Positive
0.089,0.831,0.08,-0.8763,Negative
0.019,0.729,0.252,0.9955,Positive
0.017,0.943,0.04,0.5994,Positive
0.0,0.774,0.226,0.8176,Positive
0.0,0.844,0.156,0.8625,Positive
0.034,0.632,0.334,0.9989,Positive
0.0,0.887,0.113,0.9153,Positive
0.0,0.75,0.25,0.7906,Positive
0.0,0.839,0.161,0.9892,Positive
0.018,0.805,0.176,0.9711,Positive
0.0,0.794,0.206,0.8625,Positive
0.033,0.699,0.268,0.9633,Positive
0.022,0.839,0.14,0.9381,Positive
0.05,0.714,0.237,0.9902,Positive
0.0,0.877,0.123,0.6369,Positive
0.013,0.782,0.205,0.9879,Positive
0.0,0.862,0.138,0.9694,Positive
0.0,0.804,0.196,0.9776,Positive
0.0,0.824,0.176,0.9001,Positive
0.0,0.865,0.135,0.9641,Positive
0.012,0.825,0.163,0.9953,Positive
0.0,0.623,0.377,0.981,Positive
0.0,0.722,0.278,0.8934,Positive
0.0,0.864,0.136,0.9153,Positive
0.131,0.825,0.045,-0.8316,Negative
0.002,0.836,0.163,0.9985,Positive
0.0,0.783,0.217,0.3612,Positive
0.0,0.854,0.146,0.9442,Positive
0.0,0.744,0.256,0.7906,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.84,0.16,0.6369,Positive
0.0,0.841,0.159,0.926,Positive
0.0,0.82,0.18,0.9715,Positive
0.1,0.727,0.173,0.7393,Positive
0.0,0.943,0.057,0.5719,Positive
0.008,0.864,0.129,0.9912,Positive
0.008,0.9,0.092,0.9545,Positive
0.066,0.745,0.189,0.8519,Positive
0.02,0.783,0.197,0.9493,Positive
0.0,1.0,0.0,0.0,Neutral
0.028,0.792,0.18,0.9755,Positive
0.027,0.876,0.097,0.9436,Positive
0.015,0.816,0.17,0.9925,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.771,0.229,0.9846,Positive
0.0,1.0,0.0,0.0,Neutral
0.056,0.747,0.197,0.98,Positive
0.061,0.757,0.182,0.9698,Positive
0.056,0.83,0.114,0.9595,Positive
0.0,0.909,0.091,0.6808,Positive
0.015,0.827,0.158,0.959,Positive
0.0,0.779,0.221,0.9682,Positive
0.0,0.935,0.065,0.4215,Positive
0.0,0.768,0.232,0.926,Positive
0.0,0.783,0.217,0.9761,Positive
0.0,0.846,0.154,0.8126,Positive
0.005,0.878,0.117,0.975,Positive
0.069,0.828,0.103,0.4927,Positive
0.0,0.91,0.09,0.743,Positive
0.0,0.853,0.147,0.9544,Positive
0.074,0.794,0.132,0.9552,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.89,0.11,0.7681,Positive
0.0,0.868,0.132,0.4404,Positive
0.028,0.896,0.076,0.8209,Positive
0.0,0.769,0.231,0.9954,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.791,0.209,0.9909,Positive
0.041,0.795,0.164,0.9404,Positive
0.0,0.868,0.132,0.9153,Positive
0.0,0.824,0.176,0.9001,Positive
0.0,0.506,0.494,0.8316,Positive
0.0,0.932,0.068,0.4215,Positive
0.0,0.882,0.118,0.9062,Positive
0.013,0.762,0.225,0.9709,Positive
0.0,0.876,0.124,0.9848,Positive
0.0,0.507,0.493,0.7783,Positive
0.0,0.871,0.129,0.9153,Positive
0.0,0.495,0.505,0.9231,Positive
0.0,0.849,0.151,0.959,Positive
0.009,0.862,0.129,0.9633,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.727,0.273,0.9602,Positive
0.034,0.866,0.1,0.9296,Positive
0.009,0.875,0.116,0.9966,Positive
0.0,0.717,0.283,0.7964,Positive
0.0,0.846,0.154,0.84,Positive
0.0,0.958,0.042,0.5574,Positive
0.02,0.706,0.274,0.9905,Positive
0.09,0.743,0.167,0.9882,Positive
0.054,0.893,0.053,0.2006,Positive
0.0,0.959,0.041,0.4215,Positive
0.022,0.849,0.129,0.9964,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.723,0.277,0.9963,Positive
0.327,0.354,0.319,-0.0258,Neutral
0.0,0.897,0.103,0.743,Positive
0.0,0.69,0.31,0.9685,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.862,0.138,0.8402,Positive
0.019,0.84,0.14,0.9184,Positive
0.059,0.839,0.103,0.8316,Positive
0.0,0.876,0.124,0.6249,Positive
0.0,0.735,0.265,0.7906,Positive
0.0,0.901,0.099,0.9169,Positive
0.0,0.931,0.069,0.5719,Positive
0.0,0.918,0.082,0.7579,Positive
0.095,0.809,0.096,0.0258,Neutral
0.149,0.762,0.09,-0.4767,Negative
0.0,0.816,0.184,0.945,Positive
0.0,0.9,0.1,0.8555,Positive
0.05,0.65,0.299,0.9607,Positive
0.0,0.934,0.066,0.5859,Positive
0.0,0.714,0.286,0.802,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.72,0.28,0.9959,Positive
0.0,0.67,0.33,0.8957,Positive
0.027,0.734,0.239,0.9664,Positive
0.079,0.862,0.059,0.0258,Neutral
0.0,0.521,0.479,0.802,Positive
0.0,0.78,0.22,0.9157,Positive
0.0,0.821,0.179,0.93,Positive
0.057,0.85,0.093,0.6369,Positive
0.0,1.0,0.0,0.0,Neutral
0.087,0.756,0.158,0.7506,Positive
0.0,1.0,0.0,0.0,Neutral
0.078,0.735,0.187,0.9008,Positive
0.0,0.921,0.079,0.6369,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.92,0.08,0.8442,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.96,0.04,0.34,Positive
0.049,0.803,0.148,0.9861,Positive
0.01,0.896,0.094,0.9878,Positive
0.066,0.686,0.249,0.9797,Positive
0.0,0.817,0.183,0.9201,Positive
0.033,0.829,0.139,0.8676,Positive
0.023,0.856,0.121,0.9928,Positive
0.0,0.827,0.173,0.959,Positive
0.042,0.729,0.229,0.988,Positive
0.0,0.963,0.037,0.3818,Positive
0.015,0.762,0.224,0.9909,Positive
0.0,0.837,0.163,0.8779,Positive
0.0,0.866,0.134,0.743,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.787,0.213,0.9712,Positive
0.0,0.793,0.207,0.7964,Positive
0.047,0.826,0.127,0.9858,Positive
0.0,0.857,0.143,0.6705,Positive
0.02,0.727,0.253,0.9509,Positive
0.0,0.817,0.183,0.5563,Positive
0.0,0.874,0.126,0.9657,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.667,0.333,0.3612,Positive
0.0,0.758,0.242,0.7906,Positive
0.0,0.734,0.266,0.765,Positive
0.023,0.934,0.043,0.3612,Positive
0.023,0.894,0.083,0.8689,Positive
0.0,0.831,0.169,0.6486,Positive
0.019,0.839,0.142,0.9501,Positive
0.078,0.855,0.068,0.7297,Positive
0.01,0.783,0.207,0.9947,Positive
0.085,0.915,0.0,-0.5485,Negative
0.0,0.743,0.257,0.9585,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.91,0.09,0.6908,Positive
0.02,0.838,0.143,0.9953,Positive
0.0,0.926,0.074,0.5106,Positive
0.025,0.889,0.085,0.9565,Positive
0.035,0.814,0.151,0.9445,Positive
0.0,0.753,0.247,0.9708,Positive
0.0,0.772,0.228,0.9957,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,0.884,0.116,0.2732,Positive
0.053,0.816,0.131,0.8316,Positive
0.0,1.0,0.0,0.0,Neutral
0.011,0.65,0.339,0.9964,Positive
0.0,0.794,0.206,0.9955,Positive
0.017,0.877,0.107,0.9723,Positive
0.0,1.0,0.0,0.0,Neutral
0.036,0.835,0.129,0.7269,Positive
0.0,0.921,0.079,0.4767,Positive
0.0,0.841,0.159,0.7964,Positive
0.019,0.757,0.225,0.9978,Positive
0.0,0.811,0.189,0.9866,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.818,0.182,0.9371,Positive
0.362,0.638,0.0,-0.5267,Negative
0.0,0.938,0.062,0.3182,Positive
0.0,0.907,0.093,0.5574,Positive
0.0,0.843,0.157,0.975,Positive
0.018,0.641,0.341,0.9726,Positive
0.035,0.903,0.062,0.6124,Positive
0.0,0.897,0.103,0.1531,Positive
0.0,0.861,0.139,0.9246,Positive
0.052,0.82,0.128,0.9393,Positive
0.0,0.968,0.032,0.0516,Positive
0.0,0.918,0.082,0.6124,Positive
0.0,0.799,0.201,0.9689,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.664,0.336,0.8625,Positive
0.0,0.784,0.216,0.9458,Positive
0.0,0.875,0.125,0.5106,Positive
0.0,1.0,0.0,0.0,Neutral
0.068,0.823,0.109,0.5267,Positive
0.0,0.532,0.468,0.9843,Positive
0.038,0.817,0.145,0.9617,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.968,0.032,0.4404,Positive
0.042,0.801,0.157,0.9714,Positive
0.0,0.849,0.151,0.6705,Positive
0.0,0.958,0.042,0.5574,Positive
0.049,0.844,0.107,0.4767,Positive
0.0,0.781,0.219,0.9716,Positive
0.014,0.888,0.098,0.9001,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.032,0.792,0.175,0.9382,Positive
0.024,0.898,0.078,0.9008,Positive
0.021,0.948,0.031,0.2003,Positive
0.026,0.943,0.03,0.0772,Positive
0.0,0.897,0.103,0.4767,Positive
0.01,0.927,0.063,0.7543,Positive
0.0,0.828,0.172,0.9661,Positive
0.0,0.784,0.216,0.8591,Positive
0.0,0.825,0.175,0.8402,Positive
0.133,0.83,0.037,-0.7269,Negative
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.01,0.816,0.174,0.9643,Positive
0.0,0.89,0.11,0.8807,Positive
0.0,0.765,0.235,0.9681,Positive
0.0,0.955,0.045,0.3612,Positive
0.06,0.834,0.106,0.8316,Positive
0.0,0.902,0.098,0.8658,Positive
0.099,0.681,0.221,0.9702,Positive
0.014,0.718,0.268,0.9938,Positive
0.0,0.769,0.231,0.7783,Positive
0.0,0.776,0.224,0.8605,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.949,0.051,0.1531,Positive
0.048,0.857,0.095,0.886,Positive
0.057,0.643,0.301,0.9432,Positive
0.0,0.789,0.211,0.9862,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.679,0.321,0.9136,Positive
0.0,0.821,0.179,0.34,Positive
0.024,0.849,0.127,0.8402,Positive
0.028,0.943,0.029,0.0258,Neutral
0.0,0.837,0.163,0.9485,Positive
0.0,0.591,0.409,0.9916,Positive
0.0,0.876,0.124,0.802,Positive
0.0,1.0,0.0,0.0,Neutral
0.023,0.779,0.198,0.9744,Positive
0.02,0.9,0.08,0.8219,Positive
0.0,1.0,0.0,0.0,Neutral
0.089,0.764,0.147,0.68,Positive
0.04,0.821,0.139,0.9307,Positive
0.0,0.906,0.094,0.7783,Positive
0.0,0.896,0.104,0.8807,Positive
0.009,0.808,0.183,0.9828,Positive
0.038,0.813,0.149,0.6238,Positive
0.034,0.802,0.164,0.9001,Positive
0.0,0.888,0.112,0.8399,Positive
0.0,0.862,0.138,0.8402,Positive
0.0,0.883,0.117,0.6369,Positive
0.0,0.656,0.344,0.8779,Positive
0.009,0.806,0.185,0.9995,Positive
0.04,0.881,0.079,0.296,Positive
0.0,0.928,0.072,0.3612,Positive
0.0,0.924,0.076,0.5719,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.821,0.179,0.8126,Positive
0.015,0.936,0.05,0.8089,Positive
0.025,0.714,0.261,0.9929,Positive
0.011,0.83,0.158,0.975,Positive
0.045,0.828,0.127,0.926,Positive
0.02,0.878,0.102,0.8689,Positive
0.0,0.752,0.248,0.926,Positive
0.0,0.769,0.231,0.8807,Positive
0.0,0.831,0.169,0.8555,Positive
0.0,0.84,0.16,0.2732,Positive
0.0,1.0,0.0,0.0,Neutral
0.052,0.82,0.128,0.9652,Positive
0.0,0.701,0.299,0.8316,Positive
0.101,0.789,0.11,0.0516,Positive
0.0,0.792,0.208,0.2732,Positive
0.0,0.975,0.025,0.4588,Positive
0.022,0.875,0.102,0.9406,Positive
0.0,0.876,0.124,0.9201,Positive
0.0,1.0,0.0,0.0,Neutral
0.066,0.577,0.358,0.9287,Positive
0.044,0.731,0.224,0.9947,Positive
0.034,0.645,0.321,0.9942,Positive
0.0,0.738,0.262,0.9217,Positive
0.047,0.712,0.241,0.886,Positive
0.052,0.901,0.047,-0.1179,Negative
0.0,1.0,0.0,0.0,Neutral
0.045,0.919,0.036,-0.1511,Negative
0.0,0.875,0.125,0.7717,Positive
0.0,0.925,0.075,0.6369,Positive
0.0,0.82,0.18,0.8996,Positive
0.0,0.657,0.343,0.4824,Positive
0.0,0.916,0.084,0.5106,Positive
0.063,0.734,0.203,0.987,Positive
0.038,0.796,0.166,0.981,Positive
0.0,0.913,0.087,0.296,Positive
0.0,1.0,0.0,0.0,Neutral
0.083,0.917,0.0,-0.8625,Negative
0.152,0.68,0.168,0.2103,Positive
0.019,0.878,0.103,0.7956,Positive
0.0,0.473,0.527,0.9881,Positive
0.0,0.901,0.099,0.875,Positive
0.0,0.8,0.2,0.3612,Positive
0.012,0.853,0.135,0.9678,Positive
0.0,0.796,0.204,0.9612,Positive
0.021,0.725,0.254,0.9887,Positive
0.0,0.774,0.226,0.9189,Positive
0.0,0.815,0.185,0.8442,Positive
0.031,0.737,0.232,0.9337,Positive
0.0,0.78,0.22,0.979,Positive
0.046,0.769,0.185,0.929,Positive
0.05,0.743,0.208,0.9618,Positive
0.0,1.0,0.0,0.0,Neutral
0.019,0.748,0.233,0.9828,Positive
0.0,0.851,0.149,0.98,Positive
0.041,0.677,0.282,0.9153,Positive
0.106,0.681,0.212,0.9777,Positive
0.0,0.966,0.034,0.7003,Positive
0.026,0.802,0.172,0.9875,Positive
0.0,0.914,0.086,0.9339,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,0.694,0.306,0.9201,Positive
0.0,0.91,0.09,0.8779,Positive
0.0,0.804,0.196,0.6808,Positive
0.027,0.775,0.198,0.9413,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.055,0.636,0.309,0.9531,Positive
0.0,0.843,0.157,0.4767,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.846,0.154,0.6361,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,0.812,0.188,0.8313,Positive
0.011,0.839,0.15,0.9766,Positive
0.083,0.917,0.0,-0.2023,Negative
0.02,0.875,0.105,0.8957,Positive
0.0,0.588,0.412,0.6908,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.804,0.196,0.9628,Positive
0.0,1.0,0.0,0.0,Neutral
0.023,0.853,0.124,0.9686,Positive
0.0,0.612,0.388,0.6633,Positive
0.0,0.687,0.313,0.9415,Positive
0.033,0.796,0.17,0.9965,Positive
0.096,0.702,0.203,0.7506,Positive
0.0,0.875,0.125,0.9231,Positive
0.058,0.877,0.066,0.0772,Positive
0.019,0.875,0.106,0.8689,Positive
0.0,1.0,0.0,0.0,Neutral
0.036,0.851,0.113,0.5267,Positive
0.0,0.948,0.052,0.5719,Positive
0.0,1.0,0.0,0.0,Neutral
0.006,0.866,0.128,0.9631,Positive
0.0,0.828,0.172,0.9766,Positive
0.224,0.776,0.0,-0.6523,Negative
0.038,0.855,0.107,0.8658,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.015,0.754,0.23,0.9846,Positive
0.0,0.855,0.145,0.296,Positive
0.0,0.816,0.184,0.9705,Positive
0.0,0.825,0.175,0.8402,Positive
0.0,0.803,0.197,0.9216,Positive
0.031,0.656,0.312,0.9565,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.912,0.088,0.8126,Positive
0.0,0.899,0.101,0.9565,Positive
0.0,0.915,0.085,0.7269,Positive
0.037,0.581,0.382,0.9196,Positive
0.0,1.0,0.0,0.0,Neutral
0.016,0.851,0.133,0.9875,Positive
0.0,0.777,0.223,0.3182,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.922,0.078,0.7401,Positive
0.056,0.917,0.027,-0.304,Negative
0.0,1.0,0.0,0.0,Neutral
0.0,0.823,0.177,0.7003,Positive
0.0,0.66,0.34,0.9325,Positive
0.146,0.697,0.158,0.2236,Positive
0.027,0.717,0.256,0.9927,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.847,0.153,0.8225,Positive
0.0,0.898,0.102,0.7474,Positive
0.0,0.737,0.263,0.886,Positive
0.0,0.733,0.267,0.9578,Positive
0.0,0.829,0.171,0.9442,Positive
0.0,0.47,0.53,0.9313,Positive
0.017,0.796,0.186,0.99,Positive
0.0,0.797,0.203,0.836,Positive
0.02,0.772,0.207,0.9652,Positive
0.0,0.807,0.193,0.9565,Positive
0.0,0.909,0.091,0.6808,Positive
0.0,1.0,0.0,0.0,Neutral
0.082,0.818,0.099,-0.1027,Negative
0.0,1.0,0.0,0.0,Neutral
0.083,0.737,0.18,0.4767,Positive
0.0,1.0,0.0,0.0,Neutral
0.009,0.758,0.233,0.9936,Positive
0.0,0.743,0.257,0.886,Positive
0.013,0.792,0.195,0.9915,Positive
0.053,0.743,0.205,0.9925,Positive
0.0,0.714,0.286,0.5859,Positive
0.012,0.801,0.187,0.9937,Positive
0.158,0.685,0.158,0.0,Neutral
0.0,0.864,0.136,0.8519,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.745,0.255,0.9552,Positive
0.0,0.843,0.157,0.4767,Positive
0.0,0.847,0.153,0.8225,Positive
0.0,1.0,0.0,0.0,Neutral
0.067,0.815,0.118,0.7645,Positive
0.0,0.741,0.259,0.4215,Positive
0.051,0.788,0.162,0.9871,Positive
0.044,0.782,0.174,0.8908,Positive
0.0,0.915,0.085,0.5574,Positive
0.0,0.545,0.455,0.9349,Positive
0.0,0.879,0.121,0.8225,Positive
0.068,0.773,0.16,0.959,Positive
0.021,0.829,0.15,0.8979,Positive
0.017,0.829,0.154,0.9542,Positive
0.0,1.0,0.0,0.0,Neutral
0.03,0.858,0.113,0.9647,Positive
0.0,0.787,0.213,0.9092,Positive
0.031,0.888,0.082,0.5423,Positive
0.0,0.827,0.173,0.9118,Positive
0.0,0.906,0.094,0.9246,Positive
0.041,0.742,0.216,0.8779,Positive
0.01,0.807,0.182,0.9935,Positive
0.0,0.648,0.352,0.5859,Positive
0.0,0.839,0.161,0.946,Positive
0.005,0.81,0.185,0.9975,Positive
0.026,0.845,0.129,0.9595,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.836,0.164,0.8402,Positive
0.333,0.667,0.0,-0.3612,Negative
0.0,1.0,0.0,0.0,Neutral
0.048,0.803,0.15,0.5719,Positive
0.0,0.949,0.051,0.5574,Positive
0.0,0.866,0.134,0.9129,Positive
0.0,0.809,0.191,0.8658,Positive
0.0,1.0,0.0,0.0,Neutral
0.008,0.955,0.036,0.6639,Positive
0.0,0.961,0.039,0.6688,Positive
0.0,0.839,0.161,0.743,Positive
0.0,0.709,0.291,0.9578,Positive
0.0,1.0,0.0,0.0,Neutral
0.022,0.833,0.145,0.8935,Positive
0.011,0.92,0.069,0.9059,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.769,0.231,0.4588,Positive
0.026,0.758,0.216,0.9949,Positive
0.022,0.779,0.199,0.9178,Positive
0.0,1.0,0.0,0.0,Neutral
0.031,0.758,0.211,0.886,Positive
0.034,0.86,0.105,0.8591,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.877,0.123,0.743,Positive
0.0,0.927,0.073,0.9231,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.787,0.213,0.8957,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.747,0.253,0.9901,Positive
0.0,1.0,0.0,0.0,Neutral
0.019,0.896,0.085,0.9131,Positive
0.0,0.869,0.131,0.7506,Positive
0.016,0.725,0.259,0.9865,Positive
0.0,0.897,0.103,0.34,Positive
0.0,0.767,0.233,0.9635,Positive
0.0,0.843,0.157,0.7717,Positive
0.0,0.743,0.257,0.9846,Positive
0.033,0.939,0.028,-0.0772,Negative
0.031,0.79,0.179,0.9925,Positive
0.051,0.905,0.044,-0.2023,Negative
0.0,0.818,0.182,0.9792,Positive
0.0,0.809,0.191,0.91,Positive
